filename,instance,Positive Prewords,Negative Prewords,Contain Negative,len of char,All capatalized,len of words,including digit,labels
180.txt,Parkway Grill,0,-2,0,13,1,2,0,1
180.txt,Parkway Grill,0,0,0,13,1,2,0,1
180.txt,incorporates,1,0,-2,12,0,1,0,0
180.txt,Parkway Grillâ€™s,0,0,0,17,1,2,1,1
180.txt,fresh,1,0,0,5,0,1,0,0
180.txt,Parkway Grill,0,0,0,13,1,2,0,1
181.txt,Bacari PDR,0,0,0,10,1,2,0,1
181.txt,unique cocktails,0,-2,0,16,0,2,0,0
181.txt,Bacari PDR,0,0,0,10,1,2,0,1
181.txt,hospitality,0,0,0,11,0,1,0,0
181.txt,Bacari PDR,0,0,0,10,1,2,0,1
182.txt,Restaurant 917â€™s,0,0,0,18,0,2,1,1
182.txt,first,0,0,0,5,0,1,0,0
182.txt,Restaurant 917â€™s,0,0,0,18,0,2,1,1
182.txt,techniques,0,-2,0,10,0,1,0,0
182.txt,Restaurant 917â€™s,0,0,0,18,0,2,1,1
183.txt,Ortega 120,0,0,0,10,0,2,1,1
183.txt,Ortega 120,0,0,0,10,0,2,1,1
183.txt,lively,0,0,0,6,0,1,0,0
183.txt,celebrate,1,0,0,9,0,1,0,0
183.txt,Ortega 120,1,0,0,10,0,2,1,1
184.txt,Galeâ€™s,0,0,0,8,1,1,1,1
184.txt,Galeâ€™s,0,0,0,8,1,1,1,1
184.txt,hubbub,0,0,0,6,0,1,0,0
184.txt,families,0,0,0,8,0,1,0,0
184.txt,Galeâ€™s,0,0,0,8,1,1,1,1
185.txt,Gusâ€™s BBQ,0,0,0,11,1,2,1,1
185.txt,Gusâ€™s BBQ,0,0,0,11,1,2,1,1
185.txt,cornbread,0,-2,0,9,0,1,0,0
185.txt,classic,0,0,0,7,0,1,0,0
185.txt,Gusâ€™s BBQ,0,0,0,11,1,2,1,1
186.txt,Sur Restaurant,0,0,0,14,1,2,0,1
186.txt,comfort,0,0,0,7,0,1,0,0
186.txt,Sur Restaurant,0,0,0,14,1,2,0,1
186.txt,attentive,0,0,0,9,0,1,0,0
186.txt,Sur Restaurant,0,0,0,14,1,2,0,1
186.txt,Sur Restaurant,0,0,0,14,1,2,0,1
187.txt,Irori Sushi,0,0,0,11,1,2,0,1
187.txt,Iroriâ€™s,0,0,0,9,1,1,1,1
187.txt,selection,0,0,-2,9,0,1,0,0
187.txt,Irori Sushi,0,0,0,11,1,2,0,1
187.txt,Irori Sushi,0,0,0,11,1,2,0,1
187.txt,Irori Sushi,0,0,0,11,1,2,0,1
188.txt,Lakesideâ€™s,0,0,0,12,1,1,1,1
188.txt,from,0,-2,-2,4,0,1,0,0
188.txt,the garden,0,0,0,10,0,2,0,0
188.txt,Lakeside Cafe,0,0,0,13,1,2,0,1
189.txt,La Vecchia Cucina,0,0,-2,17,1,3,0,1
189.txt,course dinner,0,0,-2,13,0,2,0,0
189.txt,snack,0,-2,0,5,0,1,0,0
189.txt,La Vecchia Cucina,0,0,-2,17,1,3,0,1
189.txt,La Vecchia Cucina,0,0,-2,17,1,3,0,1
190.txt,Ca' Del Sole,1,0,0,12,1,3,1,1
190.txt,Caâ€™ Del Sole,1,0,0,14,1,3,1,1
190.txt,have,0,0,0,4,0,1,0,0
190.txt,exceptional,0,-2,-2,11,0,1,0,0
190.txt,Caâ€™ Del Sole,0,0,0,14,1,3,1,1
191.txt,Dal Rae,0,0,0,7,1,2,0,1
191.txt,tableside,0,0,0,9,0,1,0,0
191.txt,Dal Rae,0,0,0,7,1,2,0,1
191.txt,right,1,0,0,5,0,1,0,0
191.txt,Dal Rae,0,0,0,7,1,2,0,1
192.txt,Farfalla Westlake,0,0,0,17,1,2,0,1
192.txt,beautifully,0,0,0,11,0,1,0,0
192.txt,Farfalla Westlake,0,0,0,17,1,2,0,1
192.txt,intimate,0,0,-2,8,0,1,0,0
192.txt,Farfalla Westlake,1,0,0,17,1,2,0,1
193.txt,Mohawk Bend,1,0,0,11,1,2,0,1
193.txt,celebrates,0,0,0,10,0,1,0,0
193.txt,Mohawk Bendâ€™s,0,0,0,15,1,2,1,1
193.txt,Mohawk Bend,1,0,0,11,1,2,0,1
194.txt,Alimento,0,0,0,8,1,1,0,1
194.txt,restaurant,0,0,0,10,0,1,0,0
194.txt,famous,0,0,0,6,0,1,0,0
194.txt,Alimento,1,0,0,8,1,1,0,1
194.txt,Alimento,1,0,0,8,1,1,0,1
195.txt,Wabi-Sabi,0,0,0,9,1,1,1,1
195.txt,flavor,0,-2,0,6,0,1,0,0
195.txt,Wabi Sabi,0,0,0,9,1,2,0,1
195.txt,Wabi Sabi,0,0,0,9,1,2,0,1
196.txt,Serafina,0,0,-2,8,1,1,0,1
196.txt,Serafina,0,0,-2,8,1,1,0,1
196.txt,between,0,-2,0,7,0,1,0,0
196.txt,flavor,0,0,0,6,0,1,0,0
196.txt,Serafina,0,0,-2,8,1,1,0,1
196.txt,Serafina,0,0,-2,8,1,1,0,1
196.txt,Serafinaâ€™s,0,-2,-2,12,1,1,1,1
197.txt,Otium,0,0,0,5,1,1,0,1
197.txt,Otium,0,0,0,5,1,1,0,1
197.txt,adjacent,0,-2,0,8,0,1,0,0
197.txt,restaurant,0,0,0,10,0,1,0,0
197.txt,Otium,0,0,0,5,1,1,0,1
198.txt,Cleo,0,0,0,4,1,1,0,1
198.txt,the epicenter,1,0,0,13,0,2,0,0
198.txt,creating,0,0,-2,8,0,1,0,0
198.txt,Cleo,0,0,0,4,1,1,0,1
198.txt,Cleo,1,0,0,4,1,1,0,1
199.txt,lukshon,0,0,-2,7,0,1,0,1
199.txt,lukshon,0,0,-2,7,0,1,0,1
199.txt,brainchild,0,0,-2,10,0,1,0,0
199.txt,modern,0,0,0,6,0,1,0,0
